NUM_OF_EPISODES,MOVE_PENALTY,WIN_REWARD,LOST_PENALTY,ENEMY_LOS_PENALTY,NUM_FRAMES,epsilon,EPSILONE_DECAY,ACTION_SPACE_9,DANGER_ZONE_IN_STATE,LOS_PENALTY_FLAG,FIRE_RANGE_FLAG,FIRE_RANGE,DSM_NAME,RED_PLAYER_MOVES,FIXED_START_POINT_RED,FIXED_START_POINT_BLUE,%Games started at Tie,%WINS_BLUE,%WINS_RED,%TIES,%Blue_agent_type,%Blue_agent_model_loded,%Red_agent_type,%Red_agent_model_loded
3000100,-0.05,1,-1,-0.1,1,1,0.9999,True,True,True,True,10,100X100_Berlin,True,False,False,0.0,20.269791006966432,5.314922835905469,0.0010999633345555148,DQN_keras,,Greedy_player,
